Unnamed: 0,Date,User,Tweet,Emotion
10643,2019-04-01 16:42:28+00:00,BjpPosa,rahulgandhi we know u r not good leader one and only leader in india ie narendramodi,neg
10644,2019-04-01 16:42:06+00:00,gmjecks,"rahulgandhi yes what has happened in amethi amp raibareli by you your mother your father dadi n all family

loksabhaelections indiaelects",pos
10645,2019-04-01 16:17:31+00:00,PavanVasista3,rahulgandhi this son of italian pig is giving us hint by end of st march  he is all set to loot  lakh billion  in the name of recruitment which will overtake all scams happened in upa amp voters please beware of this goonda loksabhaelections,neg
10646,2019-04-01 16:15:05+00:00,Ashwin28,who will win in wayanad loksabhaelections indiakadna loksabhaelections loksabhaelection loksabhaelection loksabha indiaelects india incindia rahulgandhi tusharvellapally,pos
10647,2019-04-01 16:07:20+00:00,KalyaniRudresh,whn v cant bat m both ends y should v let candidates  stand m  r more constituencyy dont v rationalize these kinds of illogical n irrational acts electioncommissionofindia electionswithtimes election rahulgandhi rahulgandhi rahulwayanaddebate,neg
10648,2019-04-01 15:43:25+00:00,PeeyushSharma_,sudheenkulkarni jhasanjay rahulgandhi those who never visited amethi a living example of various reforms amp urban good governance by incindia wayanad is so lucky to witness amethimodel in these loksabhaelections,pos
10649,2019-04-01 15:34:29+00:00,vishsriv,sudheenkulkarni shahidsiddiqui rahulgandhi advani needs to be humiliated and fired for appointing you as his man friday stop peddling rubbish mayors are already elected directly you surely know this but  loksabhaelections,neg
10650,2019-04-01 15:32:48+00:00,GujunRupsas,indiatoday rahulgandhi sardesairajdeep so brinda karat is now cpi leader for  tv studio countdown to loksabhaelections ,pos
10651,2019-04-01 15:25:19+00:00,jhawar2811,"ani narendramodi why you do all these that kid rahulgandhi will cry like anything now 

loksabhaelections 
indiasaysnamoagain",neg
10652,2019-04-01 15:21:43+00:00,jhawar2811,"ani you need to shut whole incindia for mis information and the biggest liar rahulgandhi page
loksabhaelections 
indiasaysnamoagain",neg
10653,2019-04-01 15:17:59+00:00,WaseemQAhmad,"rampuniyani after  ralliessahab narendramodi found public didnt came to hear him as he had nothing done in last  years except jumlanow he came to his final arrow hindumusalmanbut this he will not get success in this 
loksabhaelections 
rahulgandhi incindia yadavakhilesh",neg
10654,2019-04-01 15:15:32+00:00,EurasianInvader,"besides pms remarks on wayandtodayperviously popularising the concept of hinduterrorincindiaamp rahulgandhi have to answer thathow will they cope up with nfiantinational groupas specified by niawhich has a local base in his constituency
loksabhaelections",neg
10655,2019-04-01 14:57:09+00:00,18_MehulR,kirtiazadmp narendramodi rahulgandhi azad is the son of former chief minister of bihar bhagwat jha azad a surprise choice for the tour of australia and new zealand in  he made his test debut at wellington lag bhag desh ko fool banaya tha baap bete ne mil kar loksabhaelections indiasaysnamoagain,pos
10656,2019-04-01 14:36:28+00:00,SkJk34114427,incindialive rssurjewala now if rahulgandhi wins it all the effort are wasted by giving it wayanad to a british citizen and italian origin person kerala people should think twice indiasaysnamoagain loksabhaelections,neg
10657,2019-04-01 14:21:31+00:00,SandeepSopori,rahulgandhi keep day dreaming pappu loksabhaelections aprilfools rahuljikaaprilfool,pos
10658,2019-04-01 14:15:05+00:00,vivekjain76,what an irony election code doesnt allow poticians to offer cash for votes from their ownparty fundsbut they can do so from taxpayers hard earned money swamy rahulgandhi narendramodi pmoindia loksabhaelections electioncommissionofindia,neg
10659,2019-04-01 13:35:06+00:00,mychoicemypoll,"polloftheday
poll 

who will be indias pm after upcoming elections

narendramodi pmoindia rahulgandhi incindia bjpindia 

namo
maibhichowkidar 
modioncemore 
modiagain
raga
rahulgandhiforpm 
rahulgandhi

mention the name in comment section if you vote for other",pos
10660,2019-04-01 13:28:20+00:00,tanuj_khatri,"rahulgandhi you talk about giving easy loans to young businessmanentrepreneurs well narendramodi launched a scheme called mudrayojana you should have thought about this during upa
loksabhaelections",neg
10661,2019-04-01 13:27:12+00:00,Raj11YTNS,timesnow narendramodi may be some day rahulgandhi will file nomination in pakistan for general election in india indiakadna loksabhaelections,pos
10662,2019-04-01 13:14:20+00:00,purohitvaibhav,another major announcement by rahulgandhi  direct mayor election for major cities if upa winswould be a big electoral reform loksabhaelections neeraj,neg
10663,2019-04-01 13:13:42+00:00,aazam_shaikh4,rahulgandhi sir best of luck rahulgandhi,pos
10664,2019-04-01 13:06:15+00:00,ss_suryawanshi,in maharashtra priyankagandhi will do the road shows while rahulgandhi will address the political rallies dividing the work for loksabhaelections,neg
10665,2019-04-01 13:06:04+00:00,Jaydeep_Bapat,"shefvaidya mamataofficial mayawati pawarspeaks yadavakhilesh sitaramyechury rahulgandhi rahulgandhi will never block you his account handlers are as idiot as him 
btw youll not be blocked by any leader now mahagathbandhan amp congress have paid huge sums to twittersupport amp facebook 
anti narendramodi content is pushed pro narendramodi has been removed",neg
10666,2019-04-01 12:20:00+00:00,Jeypeefarm,sardesairajdeep rahulgandhi people supporting dynasty fools indian people everyday every minute and every second we are fedup with your fooling try something different aprilfoolsday aprilfools duraimurugan shameondmk congressfakesitonfb loksabhaelections congress,pos
10667,2019-04-01 12:07:25+00:00,tanuj_khatri,a lot of villages got electrified almost after  years of independence shall people living in those villages consider this as an development or vikas rahulgandhi loksabhaelections indiasaysnamoagain,pos
10668,2019-04-01 11:34:35+00:00,Nagesh_HS,hdkumaraswamy rahulgandhi it created lot of traffic problem made people of the bangalore suffer loksabhaelections indiaelects,neg
10669,2019-04-01 11:32:19+00:00,WithIncLDweep,"lakshadweepcon rahulgandhi bijivin monirul kabeerkabs incindia itzmerubin samaritanforu jacstom albininc koyikkodann lakshadweep congress team with prayers amp blessings 
  by all our people  in our strive to work for a new revolution for all our lakshadweep people

nyayforindia 

jeethogisachki 
jai congress 
rgpm 
loksabhaelections",pos
10670,2019-04-01 11:31:18+00:00,WithIncLDweep,"lakshadweept rahulgandhi sahilrg adiravia inctharoorian incindia pjjonesrobin iamshaya asifklp mayavi vazeindian lakshadweep congress team with prayers amp blessings for victory by all our people  in our strive to work for a new revolution for all our lakshadweep people

nyayforindia 

jeethogisachki 
jai congress 
rgpm 
loksabhaelections",pos
10671,2019-04-01 11:28:32+00:00,mpHamdulla,"lakshadweepcon rahulgandhi bijivin monirul kabeerkabs incindia itzmerubin samaritanforu jacstom albininc koyikkodann invaluable support prayers amp blessings with lakshadweep congress team 

loksabhaelections 

march on all progressive forces

nyayforindia 

voteforcongress",pos
10672,2019-04-01 11:27:37+00:00,mpHamdulla,"lakshadweept rahulgandhi sahilrg adiravia inctharoorian incindia pjjonesrobin iamshaya asifklp mayavi vazeindian invaluable support prayers amp blessings with lakshadweep congress team 

loksabhaelections 

march on all progressive forces

nyayforindia 

voteforcongress",pos
10673,2019-04-01 11:05:43+00:00,ralpharakal,"loksabhaelections  rahulgandhi asks cong workers to actively campaign for jds contestants across karnataka 

amitshah to campaign for tejasvisurya to ask tejananthkumar faction to do the same for the young candidate at bangaloresouth

thegameison",pos
10674,2019-04-01 11:02:04+00:00,Tavysingh,"thursday
rahulgandhi to file wayanad nomination on th april 

loksabhaelections",pos
10675,2019-04-01 10:50:13+00:00,WaseemPashaY2,"rahulgandhi dearrahulgandhi ji we wish this time 
and hope that u will be our primeministerand wish u all the best for your upcoming loksabhaelection congress zindabaad rahulgandhizindabaad
waseempashay",pos
10676,2019-04-01 10:38:57+00:00,justanything9,"narendramodi is the best prime minister of india till date amp rahulgandhi will be the next best prime minister of india

aprilfools aprilfoolsday loksabhaelections justanything",pos
10677,2019-04-01 10:23:06+00:00,PresidentCCP1,"hardikpatel rahulgandhi  lakh job if we take average salary of k per month ie  lakh per year
total amount for annum        per annum
nya lolipop by pappu
smritisedrtahaiseatseldtahai rahulfromwayanad 
rahulgandhi",neg
10678,2019-04-01 09:59:13+00:00,karsokhi1,majorpoonia rahulgandhi i think rahulgandhi does it for publicity be it positive or negative he just needs public attention politics has reached to worst level in congress this is because of fear of losing again to narendramodi,neg
10679,2019-04-01 09:55:10+00:00,mvskmohan,incindia narendramodi rahulgandhi happy april st rahulgandhi,pos
10680,2019-04-01 09:30:53+00:00,jvalant69,"rahulgandhi dear rahulji happy april fool day
give a break to your promising speed
ap to aise promises de rahe ho jaise ki ap pichhle  saal ke pradhanmantri desh ko nahi de paye wo sab  me pm bante hi dene wale ho
rahulforpm
loksabhaelections",pos
10681,2019-04-01 09:29:59+00:00,vssanakan,"we will finish rahulgandhi and send him back nda candidate in wayanad thushar vellappally to indiatoday hahaha 

loksabhaelections",neg
10682,2019-04-01 09:23:01+00:00,prashant0619,"kirtiazadmp narendramodi rahulgandhi or should we just say your name 
dhobi ka  na ghar ka na ghar ka 
all the best for loksabhaelections 
oh sorry aapka to ticket hi kat gaya nevermind",neg
10683,2019-04-01 09:19:37+00:00,ranjan14in,"shashitharoor rahulgandhi muslims of wayanad have got an opportunity to teach a lesson to rahulgandhi for treating muslims like slaves by birth and using them only as votebank

now it is up to muslims whether they want to be used as vote bank or they want to teach a lesson to rahulgandhi",pos
10684,2019-04-01 09:05:30+00:00,sarvatrra,jhasanjay incindia rahulgandhi rssurjewala you are not contesting elections why dont you tell rahulgandhi  to object no chamcha please,neg
10685,2019-04-01 08:32:15+00:00,ndknair,"i have only  questions to rahulgandhi 
 will u accept sdpi support at wayanad  
 will you visit hindu temples at wayanadu  
 will u declare yourself as brahmin 
 will u use that poster in which you appeared as sri ram

wayanad bhagrahulbhag loksabhaelections",neg
10686,2019-04-01 08:23:54+00:00,aussankar,"janasenaparty jaitdp ysrcparty pawankalyan introducing  note is very useful for political leaders now narendramodi
rahulgandhi
ncbn
pawankalyan
loksabhaelections
election
thanksmodi
 ecisveep",pos
10687,2019-04-01 08:23:45+00:00,ankurin2006,shashitharoor same way this summer voice of congress leadership will reach only  to their nearest people party worker onlyloksabhaelections rahulgandhi narendramodi,pos
10688,2019-04-01 08:22:54+00:00,aussankar,"bjpindia introducing  note is very useful for political leaders now narendramodi
rahulgandhi
ncbn
pawankalyan
loksabhaelections
election
thanksmodi
 ecisveep",pos
10689,2019-04-01 08:13:51+00:00,aussankar,"introducing  note is very useful for political leaders now narendramodi
rahulgandhi
ncbn
pawankalyan
loksabhaelections
election
thanksmodi
 ecisveep",pos
10690,2019-04-01 07:58:13+00:00,pashmidutta,waiting for a election agenda which promises to reduce air pollution work on water scarcity affordable yet quality education social security and so on just saying rahulgandhi narendramodi arvindkejriwal loksabhaelections,pos
10691,2019-04-01 07:48:47+00:00,DesiKeeda007,httweets incindia rahulgandhi loksabhaelections congress is primarily responsible for making schools amp colleges a shop in india where education could easily be bought on top of that reservation policy enforced by congress amp never retracted made it worse,neg
10692,2019-04-01 07:44:13+00:00,ayurveda_sri,"kirtiazadmp narendramodi rahulgandhi you can also understand by this name rahulgandhi  
believe me its more real
st april  rahulgandhi",pos
10693,2019-04-01 07:43:22+00:00,mavinkarat,"hindus 
muslims  
christians  
   
fullfact bainjal ndtv nidhi wayanad rahulgandhi why the chowkidars lying about rgs candidature  may be they couldnt plan to fix machines in wayanad surprise incindia rahulgandhi",neg
10694,2019-04-01 07:36:49+00:00,PursueRam,economictimes u mean voter household or citizens including minor rahulgandhi election loksabhaelections,neg
10695,2019-04-01 07:26:35+00:00,Suyashbakliwal,"time for an old joke
why rahulgandhi is still single 
because people during elections are telling soniyagandhi ko bahumat do

lamejoke
loksabhaelections",neg
10696,2019-04-01 07:16:59+00:00,NoneTheLesss_,"supriyabh rahulgandhi may be at bharti university  

i thank rahulgandhi for giving loksabhaelections ticket for pune ls constituency to pravindadagayakwad 
satyajeettambe",pos
10697,2019-04-01 07:11:33+00:00,Jain0bhavesh,"timesnowhindi timesnow now arvindkejriwal can officially abuse incindia  
finally got approval from rahulgandhi 
koi to mila lo ji 
kejriwal 
loksabhaelections 
aapcongressalliance 
vivekagnihotri 
nupursharmabjp 
election",neg
10698,2019-04-01 07:11:14+00:00,meetumashankar,kirtiazadmp narendramodi rahulgandhi super loksabhaelections elections tamilnadu bjpfails,pos
10699,2019-04-01 06:58:28+00:00,imVaquar,sardesairajdeep rahulgandhi narendramodi anchor should be karan thapar or ravish kumar loksabhaelections,neg
10700,2019-04-01 06:48:43+00:00,somuandeli,"sardesairajdeep rahulgandhi narendramodi gm
heard about
 constituency wise manifesto 
 cashless political party
new thought process in politics is happening  through upp by nimmaupendra
 candidates list is released
please cover them too 
uttamaprajakeeyaparty
prajaakeeya
loksabhaelections",pos
10701,2019-04-01 06:41:19+00:00,San2Priya,newsindia nsitharamanoffc nsitharaman bjpindia defenceminindia rahulgandhi incindia rahulgandhi dont deserve to be a mp,neg
10702,2019-04-01 06:38:56+00:00,akshatiwary,sambitswaraj bjpindia republic  ask the question where is the gas cylinders or are you just going to be a hypocrite and sit there abusing rahulgandhi loksabhaelections fekudiwas chowkidarchorhai hypocrite,neg
10703,2019-04-01 06:18:36+00:00,drpramukh,"ive recently seen pm narendramodi s interview on republic just waiting for rahulgandhi interview soon

bjpindia loksabhaelections
phirekbaarmodisarkaar",pos
10704,2019-04-01 06:13:43+00:00,srikarwrites,sardesairajdeep rahulgandhi narendramodi happy rahulgandhi day,pos
10705,2019-04-01 06:07:39+00:00,pathan_sumaya,while addressing a public meeting yesterday aimim chief asadowaisi said that telanganacmo kcr is more capable than pmoindia narendramodi amp  rahulgandhi for the primeminister ,pos
10706,2019-04-01 06:05:51+00:00,LalagePraveen,sardesairajdeep rahulgandhi narendramodi happy april fools day sardesairajdeep pappudiwas pappuday loksabhaelections,pos
10707,2019-04-01 05:58:03+00:00,Nagesh_HS,indiatoday rahulgandhi a brainless female divyaspandana can do anything loksabhaelections indiaelects,neg
10708,2019-04-01 05:50:43+00:00,ranjeetspecial,economictimes rahulgandhi ji there is a concept called minimum wages which i believe is devised by economists amp determined by several factors  are we saying that now the minimum wages for entire india has been revised uniformly to rs  by incindia  bjpindia loksabhaelections,neg
10709,2019-04-01 05:39:48+00:00,iamshiv144,"just now got to know that rahulgandhi has a passport by the name  raul vinci  which is an italian name 
is that foreigner really anywhere in the contest to be a pm 
bhagrahulbhag pappudiwas elections loksabhaelections loksabhapolls congressmuktbharat",pos
10710,2019-04-01 05:37:21+00:00,joshisuhas,"happy aprilfoolday rahulgandhi 

for a change many indians will go through what you do for the remaining  days 

loksabhaelections",pos
10711,2019-04-01 05:31:42+00:00,rakshithbollady,"choice is yours dear friends

in incindia rule  
soniagandhi mo rahulgandhi priyankagandhi became worlds th richest lady 

in narendramodi ji rule  
india became  worlds th space super power country 
phirekbaarmodisarkar
loksabhaelections",pos
10712,2019-04-01 05:30:31+00:00,titus_nithin,timesofindia arvindkejriwal brilliant decision by rahulgandhi  who would want an alliance with arvindkejriwal aamaadmiparty for loksabhaelections ,pos
10713,2019-04-01 05:03:49+00:00,rahulc78,"shashitharoor rahulgandhi rahulgandhi in elections  amethi 

rahulgandhi in elections  wayanad 

next what

ekections  lahore pakistan

congressmuktbharat 
congresscollapse",pos
10714,2019-04-01 04:58:00+00:00,PannuGanganagar,"kunalkamra rahulgandhi seriously
i am waiting
rgpm loksabhaelections modimatbanao",pos
10715,2019-04-01 04:54:48+00:00,pramodthomas84,there is a total of  lok sabha seats in the southern part if india incindia eyes these seats in a big way proof rahulgandhi contests from wayanad constituency loksabhaelections,pos
10716,2019-04-01 04:49:40+00:00,ajvassure7,kmkpcc inckerala udfkerala oommenchandy rahulgandhi priyankagandhi mullappallyr iyckerala kozhikodedcc wishing you a big win in loksabhaelections,pos
10717,2019-04-01 04:41:18+00:00,venkypasham,rahulgandhi should have been announced nyayforindia schemescam on this day to be on safe side incase he comes to power as his aprilfool gift to india loksabhaelections ,neg
10718,2019-04-01 04:29:07+00:00,tweetsbyhk,"irony is today is the birthday of so many politiciansfew of them are our pappu maharaj rahulgandhi arvindkejriwal amp all the members of mahagathbandhan mayawati mamatabanerjee
chandrababunaidu  akhileshyadav amazing isnt it pappudiwas aprilfools aprilfoolsday",pos
10719,2019-04-01 04:21:53+00:00,rvarma83,its ok for rahulgandhi to contest from wayanad and amethi but the catch is that in wayanad he will be fighting against the cpm is that wise when hes trying to form a strong mgb at the center  loksabhaelections,neg
10720,2019-04-01 04:20:31+00:00,daveakash2,sardesairajdeep rahulgandhi narendramodi april fool rahulgandhi is ready but feku ji not ready ,neg
10721,2019-04-01 04:15:49+00:00,drnitinchaube,newsdotcom cnnnews rahulgandhi this is the difference they recognise rahulgandhi to be their son,pos
10722,2019-04-01 04:11:46+00:00,Sampannakarnat1,tejasvisurya how will you make them win let me guess politicise the game also by manipulation  chowkidar chowkidarchorhai loksabhaelections lies bjpindia ani timesnow aajtak mayavi rahulgandhi anupamaholla tvkannada incindia,neg
10723,2019-04-01 04:01:13+00:00,amitkumar1534,"happy rahulgandhi diwas to all chowkidars and piddis of india 
hoping that rahulgandhi will provide more laughter dose to chowkidars it will more interesting to see how piddis will defend him in future 
rahulgandhi tajinderbagga pappudiwas aprilfools",pos
10724,2019-04-01 04:00:38+00:00,pmkv27,"happypappuday pappudiwas
 dont look at the world from your position but look at the world from your position  everyday morning i read this quote to get motivation thanks to rahulgandhi rahulgandhi",pos
10725,2019-04-01 03:54:29+00:00,icharanshetty," per month
 crore per month 
 crore per year

happy rahulgandhi fools day day
incindia rahulgandhi",pos
10726,2019-04-01 03:49:16+00:00,sheela_verma_,"we need not celebrate aprilfools day indian politics and media is dealing with it on a daily basis rahulgandhi 
rahulgandhi",neg
10727,2019-04-01 03:33:26+00:00,cvijay88,rahulgandhi its your day today have fun happy fools day aprilfoolsday loksabhaelections ,pos
10728,2019-04-01 03:33:00+00:00,KaushikNishith,congress president  rahulgandhi to release partys manifesto release on april nd around  am at aicc headquarters in delhi loksabhaelections viveknews,pos
10729,2019-04-01 03:30:41+00:00,Kushagrabindal,"by escaping to wayanad a place he has never heard of before rahulgandhi is declaring his inability and demonstrating his fears

i said that before also  saying today again  rahulgandhi will lose badly to smritiirani ji in amethi

smritisedrtahaiseatseldtahai",neg
10730,2019-04-01 03:16:28+00:00,amalmagazine,"my gut rahulgandhi is going to become prime minister of india

loksabhaelections",pos
10731,2019-04-01 03:04:03+00:00,anupneshti,"happy pappudiwas to all
beware of becoming one though 
amp special thanks to rahulgandhi for letting us customise this day for us indians
loksabhaelections aprilfoolsday",pos
10732,2019-04-01 02:48:11+00:00,justin23448669,"timesofindia rahulgandhi more like muslim outreach
wayanad smritisedrtahaiseatseldtahai modifor loksabhaelections",neg
10733,2019-04-01 02:36:45+00:00,sudhirmankodi,"breakingnews
republic 
soniagandhi has decided not to contest the loksabhaelections this time she will not campaign for rahulgandhi also as she considers him to be winnable neither from amethi nor from waynad

datelinetodayapril",neg
10734,2019-04-01 02:30:49+00:00,Its_rjson21,"rahulgandhi is going to fight elections from wayanad of kerala
this is the second major disaster for kerala right now since last years flood
majorpoonia
loksabhaelections",neg
10735,2019-04-01 02:30:40+00:00,BalshaliBharat,"omg  today is st april 
happy pappu day to everyone 
happypappuday 
mainbhichowkidar 
loksabhaelections 

vote for modiji not pappu 
votebjp 
narendramodi 
rahulgandhi",pos
10736,2019-04-01 02:29:54+00:00,ImAnkuNyk,"aajtak rahulgandhi im not sure about incindia declaration before loksabhaelections
but rahulgandhi and congress try to lure common indians 
but in my side view there declaration shows there are not interested to growth of india in world form
congdynasticmindset",neg
10737,2019-04-01 02:24:29+00:00,ItsmeEleanorMar,"rahulgandhi in up  congress will build ram temple if it comes to power

and then rahulgandhi in wayanad  joins hands with muslim fundamentalists 

loksabhaelections",pos
10738,2019-04-01 02:11:38+00:00,hemant_goswami,"escaping to wayanad in expectations of getting  nonhindu votes  rahulgandhi is declaring his leanings and demonstrating his fears politically bad move especially when you are also making comrades your enemy in their own fort loss of image bad strategy

rahulgandhi",neg
10739,2019-04-01 01:51:22+00:00,ratnaparkhi_r,happy rahulgandhi day to all only difference is rahulgandhi is a very committed and sincere guy and maintains his consistency for all  days  year,pos
10740,2019-04-01 01:47:40+00:00,bharatkavikas,"why rahulgandhi you are contesting from wayanad where hinduss are in minority 
loksabhaelections 
mainbhichowkidar 
rahulfromwayanad",neg
10741,2019-04-01 01:34:04+00:00,AnilSha06269605,gsatusingh rahulgandhi jmscindia incuttarpradesh inchimachal can someone ask to  narendramodi ji and arunjaitley ji  why they are very much interested in saving and revival of jetairways and putting their  percent efforts but no action was taken for saving and revival of amtekauto which could have resulted in saving lacs of jobs,neg
10742,2019-04-01 01:32:40+00:00,prism_anand,expecting priyankagandhi in tamil nadu narendramodi and amitshah schedule already in loksabhaelections rahulgandhi too must plan tn campaign to ensure good fight in theni kk and sivagangai,neg
10743,2019-04-01 01:03:30+00:00,msgvipul,"rahulgandhi sir you are so innocent that you say whatever come in your mind

no matter how much time or money required to conduct these exam

or sorry sir now i got your point you will not going to give  rupees
another token from incindia
loksabhaelections
chowkidarkadarr",neg
10744,2019-03-31 22:51:33+00:00,afzalpolo786,"sravandasoju rahulgandhi rssurjewala incindia aiccmedia inctelangana profcong uttamtpcc aniltpyc captain without his army pen is danger then a sword if anything is wrong in the party i have every right to bring before  the high comand aiccmedia aipc soniagandhi incindia rahulgandhi 
monitoring committee should focus on secunderabad constituency seat many loopholes",pos
10745,2019-03-31 22:27:37+00:00,asarpotar,ibnuladam chakranews lets accept it this is what cpimspeak rahulgandhi mamataofficial mayawati omarabdullah mehboobamufti combined will make india into if they win loksabhaelections jaagoindiajaago modifor elections,pos
10746,2019-03-31 21:26:10+00:00,visitpanchari,"theres one group led by congress party which celebrate and enjoy when anything ve happen for india

why

mr rahulgandhi 

are you not ashamed of it  

loksabhaelections",pos
10747,2019-03-31 21:09:09+00:00,amitchaudhry1,"why dont incindia replace rahulgandhi with kanhaiyakumar  atleast he can compete narendramodi in oratory skills 
loksabhaelections 
congress",pos
10748,2019-03-31 21:08:06+00:00,pkrtweets,i think rahulgandhi shud checkout andrewyang policy  nyayam conflicted as i support universalbasicincome ubi as freedomdividend proposed by andrewyang bt nt able  support in form proposed by rahulgandhii think narendramodi arunjaitley nitiaayog shud consider it,neg
10749,2019-03-31 19:28:10+00:00,VPanchamukhi,"inckarnataka dkshivakumar rahulgandhi incindia loksabhaelections 
congresspartychorhai
always remember such unrealistic unreasonable provoking schemes  will you be able to spin the bean like what is the source of incomeproud indian voters are already decided
phirekbaarmodisarkar 
namoagain",neg
10750,2019-03-31 19:14:33+00:00,pkm1999,kishkindha iamamenon incindia rahulgandhi     rahulgandhi  must target big amp perform to sweep the  states where they have strong presence  if he cannot perform this election  he must target  for absolute majority    congress   indiragandhi      rajivgandhi,pos
10751,2019-03-31 19:05:44+00:00,mai_hun_congres,when is  pune loksabhaelections candidate is going to be declared we are eagerly waiting to start prachar of pravingaikwad winningcandidate energeticman bahujanvoice incindialive ncpspeaks incmaharashtra kcvenugopalmp mallikarjuninc rahulgandhi pawarspeaks,pos
10752,2019-03-31 19:03:12+00:00,pkm1999,svaradarajan sumanthraman rahulgandhi      rahulgandhi should focus on strengthening the party in maximum states and target to win the  elections with absolute majority  gt  seats like indiragandhi did in   seats amp rajivgandhi  did in   seats         incindia   congress,pos
10753,2019-03-31 19:02:37+00:00,pkm1999,svaradarajan sumanthraman rahulgandhi     the country remembers the nuclear deal fiasco by left parties amp withdrawal of support by tmc to upa ii   rather let regional parties take the lead for government  formation with outside support by congress    rahulgandhi    incindia   indiragandhi   rajivgandhi,neg
10754,2019-03-31 19:00:46+00:00,pkm1999,svaradarajan sumanthraman rahulgandhi     why attempt a weak incindia  government at the centre supported by  crutches    regional parties have dubious   treacherous track record on withdrawal of support to upa i amp ii      congress        rahulgandhi   indiragandhi   rajivgandhi,neg
10755,2019-03-31 18:47:43+00:00,onkarbhutada,rahulgandhi incindia happy rahulday foolsday to all congress members mainbhichowkidar ipl loksabhaelections modiagain bhagrahulbhag smritiforamethi smritisedrtahaiseatseldtahai bhagodarahul,pos
10756,2019-03-31 18:47:25+00:00,amitkumar1534,"happy rahulgandhi diwas to all chowkidars and piddis of india 
hoping that rahulgandhi will provide more laughter dose to chowkidars it will more interesting to see how piddis will defend him in future 
rahulgandhi tajinderbagga rahulroushan",pos
10757,2019-03-31 18:46:23+00:00,HMoshinkhan,rahulgandhi watdehel a great move if it happens with proper planning congratulations for even thinking in this direction pls do implement upa rahulrocks loksabhaelections sanjaysdutt sanjaynirupam sumanthraman khushsundar ndselvam divyaspandana shashitharoor,pos
10758,2019-03-31 18:23:49+00:00,Kashyapism,"shashitharoor rahulgandhi if you are so confident about wrong doings of bjpindia whatsoever happened in last  year why you carzy man going that far to contest loksabhaelections 
ill tell you why because you scared what if you loose amethi there will be shame shame ",neg
10759,2019-03-31 18:00:40+00:00,CaptJonda,"shashitharoor rahulgandhi sir your creative team needs a revamp you are scaring the people of wayanad 

rahulgandhi loksabhaelections",pos
10760,2019-03-31 17:53:58+00:00,PresidentCCP1,"rahulgandhi  lakh job if we take average salary of k per month ie  lakh per year
total amount for annum        per annum
nya lolipop by pappu
smritisedrtahaiseatseldtahai rahulfromwayanad 
rahulgandhi",neg
10761,2019-03-31 17:48:06+00:00,shilpAbhauwalA,has rahulgandhi  mistaken ca exams  set off tactics by contesting elections from two places elections loksabhaelections rahulgandhipagalhai chowkidarkadarr  icai,neg
10762,2019-03-31 17:41:54+00:00,ashishlahoti23,toiindianews rahulgandhi pls let us know what all u r n gng to do on next  years which u cudnt do in  years narendramodi indiawithnamo,pos
10763,2019-03-31 17:39:09+00:00,madhurrajn,"rahulgandhi false promise is your birth right
dude u pay  monthly  poor   pay salary for lakh jobs  scrap niti ayog plus ur scams so youre saying youll empty national treasure scrap development activitiesnosedive our nation  abyss
rahulshamelesslies
loksabhaelections",neg
10764,2019-03-31 17:37:43+00:00,beeraji,vidya rahulgandhi i wish u have a child with iq level same as rahulgandhi has,pos
10765,2019-03-31 17:35:11+00:00,Dharmayodhaa,"rahulgandhi aye pappu ji first of all u shd gv jobs in ur congress ruling statesuntill then stop this dramaand if der r job vacancies why did u promised unemploymnt allowence recently  
loksabhaelections",neg
10766,2019-03-31 17:34:08+00:00,hbrahmarudra,"loksabhaelections all indians voters think to vote to the party who will replace all old mig  to support indianairforce
narendramodi rahulgandhi pawarspeaks amitshah",pos
10767,2019-03-31 17:33:08+00:00,DaymaKalpesh,"indiatoday rahulgandhi if you shout unemployment everywhere then why only filling the government jobs does that mean you dont have anything for creating new jobs
loksabhaelections
purigandhifamilychorhai
mainbhichowkidar",neg
10768,2019-03-31 17:30:53+00:00,_im_Siddharth_,basantbhoruka rahulgandhi incindia he is pappu we shouldnt disrespect dogs by comping them to congress rahulgandhi and their bloody supporters,neg
10769,2019-03-31 17:29:24+00:00,VPanchamukhi,"rahulgandhi loksabhaelections 
phirekbaarmodisarkaar
modiagain
namohaitomunkinhai
congresspartychorhai
raagaachorhai
stop provoking bhagrahulbhag",neg
10770,2019-03-31 17:22:17+00:00,DaymaKalpesh,"rahulgandhi sir if you want my vote then please give me the statistics of vacancies in government jobs during every financial year ending of upa  amp upa  if no job would be found to be vacant ill give my vote to you
loksabhaelections",neg
10771,2019-03-31 17:22:06+00:00,aryajyotirmay,"rahulgandhi will you have enough funds for this after doling out  per month to crore persons 

may be no one will apply for any job
when they get  
without doing any work 
nyayscheme 
loksabhaelections 
indiaelects",neg
10772,2019-03-31 17:18:15+00:00,vishnuguptuvach,"shashitharoor rahulgandhi rahulgandhi  digvijaya ji is there a constituency with most stupid voters

diggy why not

raga antony where is why not

antony it is in kerala 

raga i will contest there

rahulfromwayanad",pos
10773,2019-03-31 17:15:11+00:00,nitishyad1,ranjeetindia aajtak newsbihar zeebiharnews ndtvindia rahulgandhi incindia shaktisinhgohil ahmedpatel kcvenugopalmp newsindia winner team loksabhaelections roflvoice,pos
